ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100000508,Male,Single,34,High School,205383,Self-Employed,Large
100000509,Male,Non-Single,28,High School,98964,Employee,Large
100000510,Male,Single,45,High School,221842,Self-Employed,Large
100000511,Male,Single,26,Other,88027,Employee,Large
100000512,Male,Single,32,Other,160513,Self-Employed,Large
100000513,Male,Single,26,Other,124536,Employee,Large
100000514,Male,Non-Single,20,High School,93634,Employee,Small
100000515,Male,Single,54,High School,124725,Employee,Small
100000516,Female,Non-Single,37,High School,102456,Employee,Small
100000517,Male,Single,40,High School,74975,Unemployed,Small
100000518,Female,Non-Single,23,High School,153861,Employee,Medium
100000519,Male,Single,43,High School,119351,Employee,Large
100000520,Male,Single,36,High School,95438,Employee,Large
100000521,Male,Single,44,High School,147967,Employee,Large
100000522,Female,Non-Single,24,High School,116863,Employee,Medium
100000523,Male,Single,53,High School,170622,Employee,Medium
100000524,Female,Non-Single,23,High School,132426,Employee,Medium
100000525,Female,Non-Single,26,High School,77519,Unemployed,Small
100000526,Male,Single,30,Other,169405,Employee,Large
100000527,Female,Non-Single,31,High School,120030,Employee,Small
100000528,Male,Single,42,High School,77933,Unemployed,Small
100000529,Male,Non-Single,31,High School,109892,Employee,Medium
100000530,Male,Single,41,High School,69062,Unemployed,Small
100000531,Male,Single,32,Other,116348,Employee,Small
100000532,Female,Non-Single,28,High School,137188,Employee,Medium
100000533,Male,Non-Single,41,High School,110199,Employee,Small
100000534,Male,Non-Single,26,High School,109890,Employee,Medium
100000535,Male,Single,25,Other,109751,Employee,Large
100000536,Male,Non-Single,33,High School,129651,Employee,Medium
100000537,Female,Non-Single,75,Graduate School,170113,Self-Employed,Medium
100000538,Female,Non-Single,37,High School,140285,Employee,Medium
100000539,Male,Single,42,High School,198029,Self-Employed,Large
100000540,Female,Non-Single,45,University,120262,Unemployed,Small
100000541,Male,Non-Single,23,High School,105137,Employee,Medium
100000542,Male,Single,60,University,127371,Employee,Small
100000543,Male,Single,31,Other,145689,Employee,Small
100000544,Male,Single,34,High School,102617,Unemployed,Medium
100000545,Male,Single,61,University,90709,Unemployed,Small
100000546,Male,Single,43,High School,107099,Employee,Medium
100000547,Female,Non-Single,37,High School,116021,Employee,Large
100000548,Male,Single,32,Other,100426,Employee,Large
100000549,Female,Non-Single,24,High School,62249,Unemployed,Small
100000550,Male,Single,35,High School,172957,Employee,Medium
100000551,Female,Non-Single,23,High School,95003,Employee,Medium
100000552,Male,Single,45,High School,109698,Unemployed,Small
100000553,Male,Non-Single,34,High School,157376,Employee,Small
100000554,Male,Single,27,Other,123191,Employee,Large
100000555,Female,Non-Single,67,Graduate School,171052,Self-Employed,Small
100000556,Male,Single,22,Other,99328,Employee,Small
100000557,Female,Non-Single,28,High School,133799,Employee,Large
100000558,Female,Non-Single,29,High School,138256,Employee,Large
100000559,Male,Single,27,Other,115638,Employee,Small
100000560,Male,Single,31,Other,82238,Unemployed,Small
100000561,Male,Single,49,High School,127543,Employee,Medium
100000562,Male,Single,24,Other,63987,Unemployed,Small
100000563,Female,Non-Single,29,High School,114784,Employee,Small
100000564,Male,Single,37,High School,217450,Employee,Medium
100000565,Male,Single,37,High School,173751,Self-Employed,Large
100000566,Female,Non-Single,23,High School,122850,Employee,Small
100000567,Male,Non-Single,36,High School,104953,Employee,Small
100000568,Male,Single,34,High School,152371,Employee,Medium
100000569,Male,Single,41,High School,139905,Employee,Small
100000570,Female,Non-Single,31,High School,156700,Employee,Medium
100000571,Female,Non-Single,23,High School,86488,Unemployed,Small
100000572,Male,Single,38,High School,147472,Employee,Small
100000573,Female,Non-Single,26,High School,169991,Self-Employed,Small
100000574,Female,Non-Single,22,High School,62381,Unemployed,Small
100000575,Male,Single,27,Other,70926,Unemployed,Small
100000576,Female,Non-Single,24,High School,113004,Employee,Medium
100000577,Female,Non-Single,27,High School,125760,Employee,Small
100000578,Female,Non-Single,33,High School,111918,Employee,Large
100000579,Male,Non-Single,27,High School,120674,Employee,Medium
100000580,Male,Non-Single,27,High School,63597,Unemployed,Small
100000581,Male,Single,30,Other,103069,Employee,Medium
100000582,Male,Single,49,High School,108079,Unemployed,Small
100000583,Female,Non-Single,26,High School,101159,Employee,Medium
100000584,Male,Single,33,High School,88211,Unemployed,Small
100000585,Female,Non-Single,52,University,159052,Self-Employed,Medium
100000586,Female,Non-Single,20,High School,102623,Employee,Large
100000587,Male,Single,36,High School,115589,Employee,Small
100000588,Male,Single,21,Other,59127,Unemployed,Small
100000589,Male,Non-Single,47,University,82240,Unemployed,Small
100000590,Male,Single,60,University,129425,Employee,Medium
100000591,Female,Non-Single,58,University,87058,Unemployed,Small
100000592,Female,Non-Single,42,University,128462,Employee,Large
100000593,Female,Non-Single,36,High School,121403,Unemployed,Small
100000594,Female,Non-Single,20,High School,88141,Unemployed,Small
100000595,Male,Single,40,High School,134946,Self-Employed,Large
100000596,Female,Non-Single,32,High School,94058,Unemployed,Small
100000597,Female,Non-Single,23,High School,99285,Employee,Medium
100000598,Male,Single,36,High School,108432,Unemployed,Small
100000599,Male,Single,31,Other,111369,Employee,Small
100000600,Male,Single,32,Other,122612,Employee,Large
100000601,Female,Non-Single,45,University,134350,Employee,Small
100000602,Female,Non-Single,30,High School,108838,Employee,Large
100000603,Female,Non-Single,34,High School,90852,Unemployed,Small
100000604,Female,Non-Single,28,High School,151580,Self-Employed,Large
100000605,Female,Non-Single,23,High School,115681,Employee,Medium
100000606,Male,Single,22,Other,131699,Employee,Medium
100000607,Male,Single,74,University,192481,Self-Employed,Medium
100000608,Female,Non-Single,50,University,155122,Employee,Large
100000609,Male,Single,33,High School,106015,Employee,Large
100000610,Male,Single,45,High School,108378,Employee,Small
100000611,Female,Non-Single,22,High School,105257,Employee,Medium
100000612,Female,Non-Single,48,University,118788,Unemployed,Small
100000613,Female,Non-Single,29,High School,162955,Employee,Large
100000614,Female,Non-Single,22,High School,119511,Employee,Large
100000615,Female,Non-Single,22,High School,102000,Employee,Small
100000616,Male,Single,48,High School,254449,Self-Employed,Medium
100000617,Male,Single,27,Other,208446,Self-Employed,Large
100000618,Male,Single,37,High School,124805,Employee,Small
100000619,Female,Non-Single,21,High School,139379,Employee,Small
100000620,Male,Non-Single,49,University,78296,Unemployed,Small
100000621,Male,Single,27,Other,125598,Employee,Medium
100000622,Male,Single,32,Other,100215,Employee,Large
100000623,Male,Non-Single,38,High School,130951,Employee,Large
100000624,Female,Non-Single,22,High School,102480,Employee,Large
100000625,Male,Single,65,University,136812,Employee,Medium
100000626,Male,Single,35,High School,106919,Employee,Medium
100000627,Male,Single,41,High School,131020,Employee,Large
100000628,Male,Single,29,Other,119429,Employee,Medium
100000629,Male,Single,36,High School,154521,Employee,Medium
100000630,Male,Single,64,University,117842,Unemployed,Small
100000631,Female,Non-Single,28,High School,124566,Employee,Large
100000632,Male,Single,44,High School,110009,Employee,Large
100000633,Male,Single,23,Other,101210,Employee,Medium
100000634,Female,Non-Single,19,High School,101258,Employee,Small
100000635,Female,Non-Single,25,High School,79045,Unemployed,Small
100000636,Male,Single,47,High School,110866,Employee,Small
100000637,Female,Non-Single,28,High School,129640,Employee,Large
100000638,Male,Single,21,Other,227021,Employee,Medium
100000639,Female,Non-Single,34,High School,108549,Employee,Medium
100000640,Male,Single,26,Other,122693,Employee,Small
100000641,Female,Non-Single,27,High School,35832,Unemployed,Small
100000642,Male,Single,38,High School,81870,Unemployed,Small
100000643,Male,Single,40,High School,179790,Self-Employed,Large
100000644,Male,Non-Single,33,High School,107158,Employee,Medium
100000645,Male,Non-Single,32,High School,136638,Self-Employed,Medium
100000646,Male,Single,27,Other,158147,Employee,Large
100000647,Male,Non-Single,32,High School,132587,Employee,Large
100000648,Female,Non-Single,26,High School,128140,Employee,Large
100000649,Male,Single,38,High School,117405,Employee,Medium
100000650,Male,Single,40,High School,68475,Unemployed,Small
100000651,Male,Single,50,High School,201656,Self-Employed,Large
100000652,Male,Single,37,High School,86967,Unemployed,Small
100000653,Male,Single,45,High School,118006,Employee,Medium
100000654,Male,Single,42,High School,223630,Self-Employed,Large
100000655,Male,Single,35,High School,110442,Employee,Small
100000656,Male,Single,22,Other,115691,Employee,Large
100000657,Male,Single,41,High School,80232,Unemployed,Small
100000658,Male,Single,37,High School,187647,Employee,Medium
100000659,Female,Non-Single,28,High School,138952,Employee,Medium
100000660,Male,Single,41,High School,162772,Employee,Large
100000661,Male,Non-Single,23,High School,111862,Employee,Medium
100000662,Male,Non-Single,23,High School,90051,Employee,Medium
100000663,Male,Single,50,High School,121400,Employee,Medium
100000664,Male,Single,35,High School,137000,Self-Employed,Large
100000665,Female,Non-Single,50,University,105031,Unemployed,Small
100000666,Male,Single,27,Other,172153,Self-Employed,Large
100000667,Male,Single,34,High School,170184,Employee,Medium
100000668,Female,Non-Single,27,High School,123279,Employee,Medium
100000669,Male,Single,43,High School,140795,Employee,Small
100000670,Male,Single,47,High School,144456,Employee,Small
100000671,Male,Single,27,Other,104773,Unemployed,Small
100000672,Male,Single,31,Other,153353,Employee,Medium
100000673,Male,Single,42,High School,223018,Self-Employed,Medium
100000674,Male,Non-Single,24,High School,129177,Employee,Large
100000675,Male,Single,41,High School,114475,Unemployed,Medium
100000676,Female,Non-Single,26,High School,161323,Self-Employed,Medium
100000677,Male,Single,33,High School,135765,Employee,Large
100000678,Male,Non-Single,24,High School,158421,Employee,Small
100000679,Male,Single,64,University,103941,Unemployed,Small
100000680,Female,Non-Single,26,High School,101783,Employee,Large
100000681,Female,Non-Single,56,University,126531,Employee,Medium
100000682,Male,Single,37,High School,111394,Employee,Medium
100000683,Male,Non-Single,33,High School,103577,Employee,Large
100000684,Male,Non-Single,47,University,149545,Employee,Medium
100000685,Male,Single,31,Other,171857,Unemployed,Small
100000686,Male,Single,34,High School,149782,Employee,Medium
100000687,Male,Single,27,Other,112470,Employee,Medium
100000688,Male,Single,30,Other,133907,Employee,Large
100000689,Male,Single,35,High School,127849,Employee,Medium
100000690,Male,Single,31,Other,160279,Employee,Large
100000691,Male,Non-Single,25,High School,92366,Employee,Large
100000692,Female,Non-Single,25,High School,104794,Unemployed,Small
100000693,Male,Single,29,Other,133436,Employee,Medium
100000694,Male,Single,44,High School,110374,Unemployed,Small
100000695,Male,Single,28,Other,104263,Employee,Medium
100000696,Male,Single,50,High School,138752,Employee,Small
100000697,Male,Single,29,Other,102723,Employee,Small
100000698,Female,Non-Single,38,High School,46297,Unemployed,Small
100000699,Male,Single,24,Other,96425,Employee,Medium
100000700,Male,Single,40,High School,158197,Self-Employed,Medium
100000701,Female,Non-Single,29,High School,98008,Unemployed,Small
100000702,Male,Single,46,High School,157473,Employee,Small
100000703,Female,Non-Single,47,University,149306,Employee,Small
100000704,Male,Single,41,High School,139236,Employee,Medium
100000705,Female,Non-Single,32,High School,125890,Employee,Large
100000706,Female,Non-Single,35,High School,173124,Employee,Medium
100000707,Male,Single,24,Other,164621,Employee,Medium
100000708,Female,Non-Single,25,High School,124539,Employee,Medium
100000709,Female,Non-Single,25,High School,107614,Employee,Medium
100000710,Male,Single,37,High School,88849,Unemployed,Small
100000711,Male,Single,32,Other,148566,Self-Employed,Large
100000712,Female,Non-Single,35,High School,106515,Employee,Large
100000713,Male,Single,46,High School,150465,Self-Employed,Medium
100000714,Male,Single,25,Other,60868,Unemployed,Small
100000715,Male,Single,27,Other,255198,Self-Employed,Large
100000716,Male,Single,63,University,183178,Employee,Medium
100000717,Male,Single,40,High School,121448,Employee,Large
100000718,Male,Single,32,Other,129975,Self-Employed,Large
100000719,Male,Single,31,Other,132950,Employee,Large
100000720,Male,Non-Single,31,High School,169314,Employee,Medium
100000721,Male,Single,34,High School,147958,Self-Employed,Medium
100000722,Female,Non-Single,24,High School,139896,Employee,Large
100000723,Female,Non-Single,24,High School,68028,Unemployed,Small
100000724,Female,Non-Single,66,Graduate School,133328,Unemployed,Small
100000725,Female,Non-Single,21,High School,108518,Employee,Large
100000726,Female,Non-Single,41,University,112700,Unemployed,Small
100000727,Male,Non-Single,47,University,110190,Unemployed,Small
100000728,Female,Non-Single,25,High School,105104,Employee,Medium
100000729,Female,Non-Single,59,University,184753,Employee,Medium
100000730,Male,Non-Single,36,High School,162521,Employee,Large
100000731,Male,Single,33,High School,156794,Employee,Medium
100000732,Male,Single,21,Other,65827,Unemployed,Small
100000733,Female,Non-Single,44,University,88490,Unemployed,Small
100000734,Female,Non-Single,28,High School,154919,Employee,Large
100000735,Female,Non-Single,37,High School,129058,Employee,Small
100000736,Female,Non-Single,29,High School,77532,Unemployed,Small
100000737,Female,Non-Single,23,High School,235417,Self-Employed,Large
100000738,Male,Single,35,High School,113468,Unemployed,Small
100000739,Male,Single,45,High School,190803,Self-Employed,Large
100000740,Female,Non-Single,26,High School,121423,Unemployed,Small
100000741,Male,Single,32,Other,121347,Employee,Medium
100000742,Male,Single,23,Other,67408,Unemployed,Small
100000743,Male,Single,41,High School,123043,Employee,Medium
100000744,Male,Single,22,Other,128387,Employee,Large
100000745,Male,Single,30,Other,250050,Self-Employed,Medium
100000746,Male,Single,28,Other,69588,Unemployed,Small
100000747,Female,Non-Single,23,High School,109547,Employee,Medium
100000748,Female,Non-Single,37,High School,78840,Unemployed,Small
100000749,Male,Single,26,Other,131122,Employee,Small
100000750,Male,Single,33,High School,115403,Employee,Medium
100000751,Female,Non-Single,49,University,110291,Employee,Large
100000752,Female,Non-Single,23,High School,64811,Unemployed,Small
100000753,Female,Non-Single,23,High School,86015,Unemployed,Small
100000754,Female,Non-Single,25,High School,142438,Employee,Large
100000755,Male,Single,55,High School,159303,Employee,Medium
100000756,Female,Non-Single,32,High School,104957,Employee,Medium
100000757,Male,Single,74,University,89502,Unemployed,Small
100000758,Male,Single,39,High School,121313,Employee,Medium
100000759,Male,Single,31,Other,98102,Employee,Small
100000760,Male,Single,35,High School,94554,Employee,Medium
100000761,Female,Non-Single,59,University,162591,Employee,Medium
100000762,Female,Non-Single,24,High School,106629,Employee,Large
100000763,Male,Single,24,Other,70400,Unemployed,Small
100000764,Male,Single,30,Other,235660,Self-Employed,Large
100000765,Male,Non-Single,27,High School,121747,Employee,Large
100000766,Male,Non-Single,40,High School,85060,Unemployed,Small
100000767,Male,Non-Single,31,High School,87630,Unemployed,Small
100000768,Female,Non-Single,31,High School,119673,Employee,Small
100000769,Male,Single,28,Other,126060,Employee,Large
100000770,Male,Single,63,University,96145,Unemployed,Small
100000771,Female,Non-Single,26,High School,114830,Employee,Small
100000772,Female,Non-Single,25,High School,194461,Self-Employed,Large
100000773,Male,Single,36,High School,150158,Self-Employed,Large
100000774,Male,Single,52,High School,136323,Employee,Large
100000775,Male,Single,66,University,111858,Unemployed,Small
100000776,Female,Non-Single,25,High School,100198,Employee,Small
100000777,Male,Single,37,High School,123452,Employee,Large
100000778,Female,Non-Single,25,High School,120723,Employee,Medium
100000779,Male,Single,38,High School,215639,Self-Employed,Medium
100000780,Female,Non-Single,67,Graduate School,166712,Employee,Medium
100000781,Male,Single,25,Other,136300,Employee,Medium
100000782,Male,Single,60,University,166988,Employee,Large
100000783,Male,Single,31,Other,77265,Unemployed,Small
100000784,Female,Non-Single,23,High School,85967,Unemployed,Small
100000785,Male,Non-Single,60,University,212020,Self-Employed,Small
100000786,Male,Single,35,High School,126054,Unemployed,Small
100000787,Male,Single,40,High School,144589,Employee,Small
100000788,Male,Single,38,High School,116723,Employee,Medium
100000789,Male,Single,50,High School,168637,Employee,Medium
100000790,Male,Single,27,Other,139119,Employee,Medium
100000791,Female,Non-Single,39,University,118610,Employee,Large
100000792,Male,Single,41,High School,183312,Self-Employed,Large
100000793,Male,Non-Single,27,High School,96323,Employee,Small
100000794,Male,Non-Single,51,University,149510,Employee,Large
100000795,Male,Single,32,Other,141922,Employee,Large
100000796,Female,Non-Single,22,High School,120233,Employee,Small
100000797,Male,Single,51,High School,172790,Employee,Medium
100000798,Female,Non-Single,22,High School,66720,Unemployed,Small
100000799,Male,Non-Single,54,University,113024,Employee,Medium
100000800,Male,Single,35,High School,51791,Unemployed,Small
100000801,Male,Single,54,High School,118408,Employee,Large
100000802,Female,Non-Single,48,University,101616,Unemployed,Small
100000803,Female,Non-Single,24,High School,127250,Employee,Small
100000804,Male,Single,35,High School,97290,Employee,Small
100000805,Female,Non-Single,24,High School,106970,Unemployed,Small
100000806,Male,Single,24,Other,168147,Employee,Large
100000807,Male,Non-Single,26,High School,68468,Unemployed,Small
100000808,Male,Single,65,University,120780,Employee,Large
100000809,Male,Single,55,High School,231992,Self-Employed,Large
100000810,Female,Non-Single,26,High School,53903,Unemployed,Small
100000811,Male,Non-Single,26,High School,101511,Employee,Large
100000812,Male,Non-Single,28,High School,69046,Unemployed,Small
100000813,Male,Single,24,Other,171584,Employee,Medium
100000814,Male,Single,54,High School,132367,Employee,Large
100000815,Male,Single,46,High School,134433,Employee,Large
100000816,Female,Non-Single,54,University,190518,Employee,Small
100000817,Male,Non-Single,62,University,152367,Employee,Medium
100000818,Female,Non-Single,24,High School,101157,Employee,Medium
100000819,Male,Non-Single,43,University,279593,Self-Employed,Large
100000820,Male,Non-Single,26,High School,96716,Employee,Large
100000821,Male,Non-Single,27,High School,95171,Employee,Small
100000822,Male,Non-Single,24,High School,129162,Employee,Large
100000823,Male,Single,41,High School,118742,Employee,Small
100000824,Male,Single,47,High School,74511,Unemployed,Small
100000825,Male,Non-Single,35,High School,157272,Self-Employed,Medium
100000826,Male,Non-Single,30,High School,102374,Employee,Small
100000827,Female,Non-Single,33,High School,131492,Employee,Small
100000828,Male,Single,36,High School,128702,Employee,Large
100000829,Male,Single,47,High School,177509,Employee,Large
100000830,Male,Single,38,High School,163451,Employee,Medium
100000831,Male,Single,44,High School,144900,Employee,Medium
100000832,Female,Non-Single,23,High School,97115,Employee,Large
100000833,Male,Single,29,Other,196568,Employee,Large
100000834,Female,Non-Single,42,University,158405,Employee,Small
100000835,Female,Non-Single,25,High School,97376,Unemployed,Small
100000836,Male,Single,48,High School,108678,Employee,Medium
100000837,Female,Non-Single,21,High School,92351,Employee,Small
100000838,Female,Non-Single,23,High School,61211,Unemployed,Small
100000839,Male,Single,63,University,138644,Employee,Small
100000840,Male,Non-Single,46,University,124824,Employee,Large
100000841,Male,Single,29,Other,132852,Employee,Small
100000842,Male,Single,28,Other,81069,Unemployed,Small
100000843,Female,Non-Single,23,High School,104094,Employee,Large
100000844,Male,Single,50,High School,114853,Employee,Small
100000845,Male,Single,47,High School,130344,Employee,Large
100000846,Male,Single,35,High School,135090,Employee,Small
100000847,Male,Single,68,University,179151,Employee,Large
100000848,Male,Non-Single,28,High School,97390,Employee,Medium
100000849,Male,Single,59,University,120160,Employee,Small
100000850,Male,Single,57,University,82277,Unemployed,Small
100000851,Male,Non-Single,33,High School,110844,Employee,Large
100000852,Male,Single,43,High School,133105,Employee,Small
100000853,Male,Single,35,High School,102042,Employee,Small
100000854,Male,Single,32,Other,69370,Unemployed,Small
100000855,Male,Single,45,High School,200298,Employee,Medium
100000856,Male,Non-Single,33,High School,117039,Employee,Large
100000857,Female,Non-Single,40,University,107585,Employee,Large
100000858,Male,Single,28,Other,114429,Employee,Small
100000859,Female,Non-Single,29,High School,128234,Employee,Large
100000860,Male,Single,26,Other,128580,Employee,Large
100000861,Male,Single,27,Other,177757,Employee,Medium
100000862,Male,Non-Single,28,High School,106222,Employee,Small
100000863,Female,Non-Single,35,High School,118428,Employee,Large
100000864,Male,Single,32,Other,139477,Unemployed,Small
100000865,Male,Single,25,Other,71159,Unemployed,Small
100000866,Female,Non-Single,20,High School,131370,Employee,Large
100000867,Female,Non-Single,27,High School,111567,Employee,Large
100000868,Male,Single,42,High School,125482,Employee,Large
100000869,Male,Single,37,High School,160642,Employee,Large
100000870,Female,Non-Single,24,High School,92498,Employee,Small
100000871,Female,Non-Single,40,University,199711,Employee,Large
100000872,Male,Single,46,High School,127588,Employee,Large
100000873,Male,Single,26,Other,107508,Employee,Large
100000874,Female,Non-Single,24,High School,94629,Employee,Large
100000875,Male,Single,29,Other,87598,Unemployed,Large
100000876,Female,Non-Single,40,University,161194,Employee,Medium
100000877,Male,Single,36,High School,137342,Self-Employed,Large
100000878,Male,Single,28,Other,116848,Employee,Medium
100000879,Male,Single,27,Other,125190,Self-Employed,Medium
100000880,Male,Single,36,High School,153441,Employee,Small
100000881,Male,Single,38,High School,195328,Self-Employed,Large
100000882,Male,Non-Single,48,University,190413,Employee,Small
100000883,Male,Single,36,High School,118656,Employee,Medium
100000884,Female,Non-Single,65,Graduate School,69487,Unemployed,Small
100000885,Male,Non-Single,43,University,145313,Employee,Medium
100000886,Female,Non-Single,53,University,117005,Employee,Medium
100000887,Male,Single,34,High School,123243,Employee,Medium
100000888,Male,Single,23,Other,237799,Employee,Medium
100000889,Male,Single,34,High School,180617,Self-Employed,Large
100000890,Male,Single,40,High School,167019,Employee,Small
100000891,Male,Single,43,High School,147745,Self-Employed,Large
100000892,Male,Single,46,High School,114254,Employee,Medium
100000893,Male,Single,38,High School,81155,Unemployed,Small
100000894,Male,Single,34,High School,151803,Employee,Large
100000895,Male,Single,29,Other,94356,Employee,Large
100000896,Male,Single,31,Other,200621,Self-Employed,Large
100000897,Female,Non-Single,28,High School,144448,Self-Employed,Medium
100000898,Female,Non-Single,35,High School,150797,Employee,Small
100000899,Female,Non-Single,33,High School,84404,Unemployed,Small
100000900,Male,Single,42,High School,133373,Employee,Large
100000901,Male,Single,43,High School,119502,Employee,Large
100000902,Male,Non-Single,44,University,131619,Employee,Small
100000903,Male,Single,42,High School,194084,Employee,Large
100000904,Male,Non-Single,40,High School,108278,Employee,Medium
100000905,Male,Single,36,High School,130987,Self-Employed,Medium
100000906,Male,Single,20,Other,116582,Self-Employed,Large
100000907,Male,Single,24,Other,85270,Unemployed,Small
100000908,Male,Non-Single,27,High School,129227,Employee,Small
100000909,Female,Non-Single,46,University,108291,Unemployed,Small
100000910,Female,Non-Single,33,High School,103091,Unemployed,Small
100000911,Female,Non-Single,34,High School,136975,Employee,Medium
100000912,Female,Non-Single,25,High School,111502,Unemployed,Small
100000913,Female,Non-Single,25,High School,124750,Employee,Medium
100000914,Male,Non-Single,28,High School,146463,Employee,Large
100000915,Male,Single,31,Other,115075,Employee,Small
100000916,Female,Non-Single,32,High School,308491,Self-Employed,Medium
100000917,Male,Single,32,Other,126368,Employee,Small
100000918,Male,Single,68,University,287247,Self-Employed,Large
100000919,Male,Non-Single,33,High School,125535,Employee,Large
100000920,Male,Single,39,High School,153223,Self-Employed,Large
100000921,Female,Non-Single,28,High School,106873,Employee,Medium
100000922,Male,Single,37,High School,268906,Self-Employed,Medium
100000923,Female,Non-Single,22,High School,97757,Employee,Large
100000924,Male,Single,30,Other,112151,Employee,Medium
100000925,Male,Non-Single,55,University,172909,Employee,Small
100000926,Male,Single,46,High School,103387,Employee,Medium
100000927,Female,Non-Single,21,High School,93916,Employee,Large
100000928,Male,Single,39,High School,189963,Employee,Large
100000929,Male,Single,58,University,124191,Employee,Small
100000930,Male,Single,43,High School,77205,Unemployed,Small
100000931,Male,Single,24,Other,65917,Unemployed,Small
100000932,Female,Non-Single,22,High School,109676,Employee,Small
100000933,Male,Single,30,Other,95682,Employee,Large
100000934,Male,Single,42,High School,125516,Employee,Large
100000935,Female,Non-Single,23,High School,99822,Employee,Small
100000936,Male,Single,30,Other,154854,Self-Employed,Medium
100000937,Female,Non-Single,28,High School,84582,Unemployed,Small
100000938,Male,Non-Single,30,High School,145800,Self-Employed,Small
100000939,Male,Single,42,High School,162869,Employee,Medium
100000940,Male,Single,46,High School,192379,Self-Employed,Large
100000941,Male,Single,45,High School,159757,Self-Employed,Large
100000942,Male,Single,31,Other,69571,Unemployed,Small
100000943,Male,Single,31,Other,93648,Employee,Large
100000944,Male,Single,42,High School,77472,Unemployed,Small
100000945,Female,Non-Single,46,University,121501,Employee,Small
100000946,Female,Non-Single,30,High School,207262,Employee,Small
100000947,Male,Single,30,Other,143082,Employee,Large
100000948,Male,Single,38,High School,147760,Self-Employed,Medium
100000949,Male,Non-Single,43,University,82082,Unemployed,Small
100000950,Male,Single,31,Other,132991,Employee,Medium
100000951,Male,Non-Single,40,High School,78436,Unemployed,Small
100000952,Male,Single,24,Other,99737,Employee,Large
100000953,Female,Non-Single,28,High School,164915,Employee,Small
100000954,Female,Non-Single,26,High School,223185,Self-Employed,Medium
100000955,Female,Non-Single,29,High School,108400,Employee,Large
100000956,Female,Non-Single,57,University,194882,Self-Employed,Medium
100000957,Male,Single,49,High School,122186,Unemployed,Small
100000958,Male,Single,37,High School,79594,Unemployed,Small
100000959,Male,Single,45,High School,104355,Unemployed,Small
100000960,Male,Single,30,Other,135894,Employee,Large
100000961,Male,Non-Single,30,High School,103699,Employee,Medium
100000962,Male,Non-Single,47,University,132145,Employee,Medium
100000963,Male,Single,29,Other,117272,Employee,Large
100000964,Male,Single,35,High School,137932,Employee,Small
100000965,Male,Non-Single,22,High School,63972,Unemployed,Small
100000966,Female,Non-Single,26,High School,113299,Employee,Large
100000967,Male,Single,23,Other,108540,Unemployed,Small
100000968,Female,Non-Single,54,University,174424,Self-Employed,Large
100000969,Male,Non-Single,29,High School,154991,Employee,Large
100000970,Male,Single,40,High School,99723,Unemployed,Small
100000971,Male,Single,22,Other,114584,Employee,Large
100000972,Male,Single,43,High School,135275,Unemployed,Small
100000973,Female,Non-Single,29,High School,41680,Unemployed,Small
100000974,Male,Single,36,High School,158769,Employee,Medium
100000975,Female,Non-Single,33,High School,120596,Employee,Small
100000976,Female,Non-Single,57,University,139641,Unemployed,Small
100000977,Female,Non-Single,64,Graduate School,134377,Employee,Small
100000978,Male,Single,42,High School,125804,Employee,Large
100000979,Male,Single,47,High School,91858,Unemployed,Small
100000980,Male,Non-Single,25,High School,117641,Employee,Large
100000981,Male,Single,49,High School,188594,Employee,Medium
100000982,Male,Single,33,High School,162827,Self-Employed,Large
100000983,Female,Non-Single,28,High School,178991,Self-Employed,Large
100000984,Male,Single,26,Other,159739,Employee,Medium
100000985,Male,Single,30,Other,73401,Unemployed,Small
100000986,Female,Non-Single,25,High School,100794,Employee,Large
100000987,Male,Non-Single,33,High School,167763,Employee,Medium
100000988,Female,Non-Single,64,Graduate School,145174,Employee,Small
100000989,Male,Single,29,Other,176292,Self-Employed,Medium
100000990,Male,Single,48,High School,94024,Unemployed,Small
100000991,Male,Single,37,High School,93740,Unemployed,Small
100000992,Male,Single,34,High School,85685,Unemployed,Small
100000993,Male,Non-Single,23,High School,69997,Unemployed,Small
100000994,Male,Single,30,Other,151938,Self-Employed,Large
100000995,Male,Single,50,High School,122830,Employee,Medium
100000996,Female,Non-Single,31,High School,78489,Unemployed,Small
100000997,Male,Non-Single,40,High School,161999,Self-Employed,Medium
100000998,Male,Single,38,High School,98032,Employee,Large
100000999,Male,Single,23,Other,96060,Employee,Small
100001000,Male,Single,27,Other,147968,Employee,Medium
100001001,Female,Non-Single,63,University,134853,Employee,Medium
100001002,Male,Single,66,University,157576,Self-Employed,Large
100001003,Male,Non-Single,43,University,203738,Self-Employed,Medium
100001004,Male,Non-Single,44,University,280570,Self-Employed,Large
100001005,Male,Non-Single,65,Graduate School,69487,Unemployed,Large
100001006,Female,Non-Single,73,Graduate School,214126,Self-Employed,Medium
100001007,Male,Single,60,University,136671,Employee,Medium
100001008,Male,Non-Single,62,University,174337,Employee,Medium
100001009,Female,Non-Single,58,University,126710,Employee,Medium
100001010,Female,Non-Single,43,University,167139,Self-Employed,Large
100001011,Male,Single,64,University,122094,Employee,Large
100001012,Male,Non-Single,37,Graduate School,170113,Self-Employed,Large
100001013,Female,Non-Single,46,University,192698,Self-Employed,Medium
100001014,Male,Non-Single,57,University,144197,Employee,Large
100001015,Male,Non-Single,51,University,133623,Employee,Medium
